Car_ID,Brand,Model,Segment,Year,Price_INR_Lakhs,Engine_CC,Fuel_Type,Transmission,Power_BHP,Torque_Nm,Mileage_kmpl,Top_Speed_kmph,No_of_Airbags,ABS,EBD,ESP,Hill_Assist,ISOFIX,Rear_Parking_Sensors,Front_Parking_Sensors,Reverse_Camera,Blind_Spot_Monitor,Lane_Departure_Warning,Adaptive_Cruise_Control,Auto_Emergency_Braking,NCAP_Rating,No_of_Seats,Sunroof_Moonroof,Leather_Seats,Ventilated_Seats,Heated_Seats,Climate_Zones,Ambient_Lighting,Wireless_Charging,Infotainment_Screen_inch,Apple_CarPlay,Android_Auto,Connected_Car_Tech,Digital_Instrument_Cluster,Head_Up_Display,Premium_Sound_System,Cruise_Control,Keyless_Entry,Push_Button_Start,Electric_Parking_Brake,Auto_Dimming_IRVM,Tyre_Size,Ground_Clearance_mm,Boot_Space_L,Fuel_Tank_L,Wheelbase_mm,Length_mm,Width_mm,Height_mm,Kerb_Weight_kg,Drive_Type
1685,Volvo,XC60,Luxury,2023,194.2,3600,Petrol,CVT,267,468,14.24,229,9,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,No,No,5,5,Yes,Yes,No,No,2,Yes,No,10,Yes,Yes,Yes,Yes,No,Bang & Olufsen,Yes,Yes,Yes,Yes,Yes,265/50 R19,120,828,80,3008,4922,1982,1606,2077,AWD
1686,BMW,3 Series,Luxury,2021,137.88,3700,Petrol,DCT,334,461,9.4,205,9,Yes,Yes,No,Yes,Yes,Yes,No,No,No,Yes,No,No,5,4,No,Yes,No,Yes,2,No,No,14.8,Yes,Yes,Yes,No,No,Bose,No,Yes,Yes,No,No,235/45 R18,163,452,56,2781,5149,1883,1683,2015,RWD
1687,BMW,X3,Luxury,2019,148.23,3400,Diesel,CVT,306,360,17.53,237,12,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,5,5,Yes,Yes,Yes,Yes,2,No,Yes,14.8,Yes,Yes,Yes,Yes,No,Mark Levinson,Yes,Yes,Yes,No,Yes,255/45 R20,190,664,70,3002,4687,1938,1392,1920,RWD
1688,BMW,5 Series,Luxury,2023,181.02,1900,Petrol Hybrid,AMT,359,478,17.38,250,9,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,5,4,Yes,Yes,Yes,Yes,4,Yes,No,12.3,Yes,Yes,Yes,Yes,Yes,Harman Kardon,Yes,Yes,Yes,Yes,Yes,255/45 R20,181,533,64,2774,4786,1896,1423,2499,RWD
1689,Mercedes-Benz,E-Class,Luxury,2023,72.65,1800,Diesel,Automatic,368,601,15.94,205,12,Yes,Yes,Yes,No,Yes,Yes,Yes,No,No,No,No,No,5,4,No,No,No,No,4,No,Yes,10,Yes,Yes,Yes,No,No,Bose,Yes,Yes,Yes,No,No,235/45 R18,128,788,86,3172,4505,1949,1562,2276,AWD
1690,Audi,Q5,Luxury,2023,204.9,2400,Petrol,AMT,431,478,11.23,273,9,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,No,Yes,5,5,Yes,No,Yes,No,4,No,No,12,Yes,Yes,Yes,Yes,Yes,Sony,Yes,Yes,Yes,Yes,Yes,235/45 R18,108,574,57,2891,4778,1910,1617,1972,AWD
1691,Mercedes-Benz,C-Class,Luxury,2019,246.66,2800,Petrol,CVT,341,595,14.26,235,10,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,5,5,Yes,Yes,Yes,Yes,4,No,Yes,14.8,Yes,Yes,Yes,Yes,Yes,Mark Levinson,Yes,Yes,Yes,Yes,Yes,235/45 R18,129,545,50,3099,4596,1999,1620,2261,RWD
1692,Volvo,XC40,Luxury,2019,42.32,2400,Petrol,DCT,329,402,9.31,279,9,Yes,Yes,Yes,No,Yes,Yes,Yes,No,No,No,No,No,5,5,Yes,No,No,Yes,2,No,No,14.8,Yes,Yes,Yes,Yes,No,No,No,Yes,Yes,No,No,255/45 R20,109,744,94,2942,4551,1987,1406,2195,AWD
1693,Mercedes-Benz,E-Class,Luxury,2019,54.93,3600,Petrol Hybrid,AMT,323,550,12.13,222,9,Yes,Yes,No,Yes,Yes,Yes,No,Yes,Yes,No,No,Yes,5,4,No,No,No,No,4,Yes,No,11.9,Yes,Yes,Yes,No,No,Bose,Yes,Yes,Yes,No,No,255/45 R20,157,540,61,3011,5241,1948,1416,2219,4WD
1694,BMW,7 Series,Luxury,2020,146.45,3500,Petrol,DCT,299,498,13.64,210,10,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,5,5,Yes,Yes,Yes,Yes,4,Yes,Yes,14.8,Yes,Yes,Yes,Yes,No,Mark Levinson,Yes,Yes,Yes,Yes,No,245/45 R18,215,672,63,3185,5264,1923,1551,2491,4WD
1695,Jaguar,F-Pace,Luxury,2020,101.53,3200,Petrol,Automatic,330,487,17.48,264,9,Yes,Yes,No,No,Yes,Yes,No,No,No,No,No,No,4,4,No,Yes,No,Yes,2,Yes,Yes,12,Yes,Yes,No,No,No,No,No,Yes,Yes,No,No,245/45 R18,171,596,54,3024,4582,1947,1408,1743,4WD
1696,Mercedes-Benz,C-Class,Luxury,2022,107.01,1900,Petrol Hybrid,Automatic,301,370,13.82,251,9,Yes,Yes,No,No,Yes,No,Yes,Yes,Yes,No,No,No,5,4,No,No,No,Yes,4,Yes,No,10.1,Yes,Yes,No,Yes,No,JBL,No,Yes,Yes,No,No,235/45 R18,140,624,57,2986,4736,1929,1490,2500,RWD
1697,Land Rover,Range Rover Evoque,Luxury,2020,75.98,3000,Petrol,Automatic,322,419,16.88,279,10,Yes,Yes,No,No,Yes,Yes,No,Yes,No,No,No,No,4,5,No,No,No,Yes,2,No,No,11.9,Yes,Yes,Yes,No,No,JBL,Yes,Yes,Yes,No,No,245/45 R18,131,536,75,2733,4899,1976,1720,2286,AWD
1698,Land Rover,Discovery Sport,Luxury,2023,210.83,2700,Petrol Hybrid,Automatic,374,595,10.83,278,9,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,4,4,Yes,Yes,Yes,No,4,Yes,Yes,10,Yes,Yes,Yes,Yes,No,Mark Levinson,Yes,Yes,Yes,Yes,No,265/50 R19,223,437,90,2740,4826,1973,1496,2489,RWD
1699,Volvo,XC40,Luxury,2020,161.56,3100,Petrol Hybrid,DCT,269,452,12.51,214,12,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,No,Yes,5,5,No,No,No,No,4,Yes,No,11.9,Yes,Yes,Yes,Yes,Yes,Bang & Olufsen,Yes,Yes,Yes,Yes,Yes,245/45 R18,190,607,82,2916,4972,1991,1529,1823,RWD
1700,Mercedes-Benz,C-Class,Luxury,2022,109.28,2000,Petrol,AMT,366,645,12.45,230,9,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,5,4,No,No,Yes,No,2,No,No,12.3,Yes,Yes,No,No,No,Bose,No,Yes,Yes,Yes,No,255/45 R20,229,567,77,3169,5115,1860,1534,1680,AWD
1701,Mercedes-Benz,C-Class,Luxury,2020,115.51,2000,Diesel,AMT,374,535,17.11,242,9,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,5,4,Yes,No,No,Yes,4,No,No,11.9,Yes,Yes,No,No,No,No,Yes,Yes,Yes,No,No,255/45 R20,195,845,90,2798,4646,1981,1474,2500,RWD
1702,BMW,3 Series,Luxury,2022,59.98,3500,Diesel,CVT,309,433,14.1,219,12,Yes,Yes,No,No,Yes,No,Yes,No,No,No,No,No,5,5,No,No,No,No,4,No,No,12.3,Yes,Yes,No,No,No,JBL,No,Yes,Yes,No,No,225/45 R18,149,818,94,2726,5213,1971,1539,1983,4WD
1703,Audi,A6,Luxury,2019,219.37,1500,Petrol,Automatic,219,261,17.61,233,10,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,5,5,Yes,Yes,No,No,4,Yes,Yes,11.9,Yes,Yes,Yes,Yes,Yes,Burmester,Yes,Yes,Yes,Yes,Yes,235/45 R18,227,848,54,2852,4400,1806,1525,2313,AWD
1704,Mercedes-Benz,GLE,Luxury,2019,150.82,3400,Diesel,DCT,287,363,9.1,267,10,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,5,4,Yes,Yes,Yes,No,4,Yes,Yes,14.8,Yes,Yes,Yes,Yes,No,JBL,Yes,Yes,Yes,Yes,No,245/45 R18,179,812,65,2796,4653,1943,1434,2268,4WD
1705,Jaguar,XE,Luxury,2023,180.76,2300,Petrol,DCT,373,647,17.08,212,10,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,5,4,Yes,Yes,No,No,4,Yes,No,11.9,Yes,Yes,Yes,No,Yes,Bang & Olufsen,Yes,Yes,Yes,Yes,Yes,265/50 R19,114,733,69,3067,4748,1846,1418,2103,RWD
1706,Lexus,NX,Luxury,2020,123.07,1800,Petrol,Automatic,313,515,16.93,201,10,Yes,Yes,No,Yes,Yes,No,No,No,No,No,No,Yes,5,5,No,No,No,No,4,No,No,11.9,Yes,Yes,No,Yes,No,JBL,No,Yes,Yes,No,No,265/50 R19,159,632,66,2972,4915,1897,1670,1826,AWD
1707,Volvo,XC40,Luxury,2023,52.67,1900,Petrol,Automatic,270,412,12.22,249,10,Yes,Yes,Yes,No,Yes,No,No,No,No,No,No,No,5,5,Yes,No,No,No,2,No,No,10.1,Yes,Yes,No,No,No,Bose,Yes,Yes,Yes,No,No,265/50 R19,195,869,72,2816,5011,1816,1575,2158,4WD
1708,BMW,X1,Luxury,2020,170.53,2700,Diesel,CVT,292,369,12.84,250,9,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,5,5,Yes,Yes,No,No,2,Yes,Yes,14.8,Yes,Yes,Yes,Yes,Yes,Mark Levinson,Yes,Yes,Yes,Yes,Yes,235/45 R18,108,780,50,3012,5042,1955,1507,2124,4WD
1709,Audi,Q7,Luxury,2019,51.58,3000,Diesel,CVT,352,529,15.6,243,9,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,No,No,No,5,5,No,No,No,No,2,Yes,Yes,10.1,Yes,Yes,Yes,Yes,No,JBL,Yes,Yes,Yes,Yes,No,245/45 R18,178,594,54,2773,4666,1962,1588,2000,AWD
1710,BMW,3 Series,Luxury,2024,40.9,3400,Petrol,DCT,339,430,13.49,236,9,Yes,Yes,No,No,Yes,No,No,Yes,Yes,No,No,No,4,5,Yes,No,No,Yes,2,Yes,No,10.1,Yes,Yes,Yes,No,No,JBL,Yes,Yes,Yes,No,No,225/45 R18,204,877,57,2914,4540,1953,1676,1925,4WD
1711,Land Rover,Range Rover Evoque,Luxury,2023,53.75,2900,Petrol Hybrid,Automatic,304,541,10.87,216,12,Yes,Yes,Yes,No,Yes,No,No,Yes,Yes,No,No,No,5,5,No,No,No,No,4,No,Yes,12,Yes,Yes,Yes,No,No,No,Yes,Yes,Yes,No,No,265/50 R19,215,848,84,3075,4416,1943,1633,2018,4WD
1712,Audi,A4,Luxury,2019,136.17,2800,Petrol Hybrid,AMT,298,463,10.24,227,10,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,5,5,Yes,Yes,No,No,2,No,No,12,Yes,Yes,No,Yes,No,JBL,No,Yes,Yes,No,Yes,265/50 R19,210,583,93,3187,5075,1873,1674,1638,RWD
1713,Audi,A6,Luxury,2024,181.47,3900,Petrol,Automatic,297,367,15.48,214,9,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,5,4,No,Yes,Yes,Yes,2,Yes,Yes,12.3,Yes,Yes,Yes,Yes,No,Harman Kardon,Yes,Yes,Yes,Yes,Yes,255/45 R20,109,663,65,3131,4915,1950,1420,1610,AWD
1714,Porsche,Macan,Luxury,2023,70.89,3400,Petrol Hybrid,DCT,273,332,11.76,232,10,Yes,Yes,No,No,Yes,Yes,No,No,No,No,No,No,4,4,No,No,No,No,4,No,No,10,Yes,Yes,No,Yes,No,No,No,Yes,Yes,No,No,245/45 R18,159,517,83,3030,4558,1999,1460,1712,AWD
1715,Land Rover,Range Rover Evoque,Luxury,2023,218.47,2200,Petrol,CVT,387,649,9.67,254,9,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,Yes,Yes,5,5,No,No,Yes,Yes,2,Yes,No,10.1,Yes,Yes,Yes,Yes,No,JBL,Yes,Yes,Yes,Yes,No,245/45 R18,102,821,95,2837,5293,1990,1701,2477,4WD
1716,Audi,Q7,Luxury,2024,234.14,2800,Petrol,Automatic,300,360,15.43,240,9,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,5,4,Yes,Yes,Yes,Yes,2,Yes,Yes,10,Yes,Yes,Yes,Yes,No,Harman Kardon,Yes,Yes,Yes,Yes,Yes,245/45 R18,194,772,77,2802,4423,1951,1712,1545,AWD
1717,Volvo,XC40,Luxury,2023,105.7,1600,Petrol Hybrid,Automatic,369,563,8.19,250,10,Yes,Yes,Yes,No,Yes,Yes,No,Yes,No,No,No,Yes,5,4,No,No,No,No,2,No,No,11.9,Yes,Yes,No,No,No,Bose,Yes,Yes,Yes,No,No,265/50 R19,136,400,62,3064,4899,1948,1520,1774,RWD
1718,BMW,5 Series,Luxury,2019,53.61,2500,Petrol,DCT,383,576,12.84,276,9,Yes,Yes,No,No,Yes,No,No,No,No,No,No,No,5,4,No,No,No,No,2,No,No,12,Yes,Yes,No,No,No,No,No,Yes,Yes,No,No,265/50 R19,210,572,73,2942,4528,1832,1720,1704,4WD
1719,BMW,7 Series,Luxury,2021,66.6,3600,Petrol,Automatic,359,644,13.94,270,9,Yes,Yes,No,No,Yes,No,Yes,No,No,No,No,No,5,5,No,No,No,No,2,No,Yes,10,Yes,Yes,No,Yes,No,JBL,Yes,Yes,Yes,No,Yes,265/50 R19,198,449,80,2969,5141,1994,1500,2316,RWD
1720,Land Rover,Discovery Sport,Luxury,2020,118.34,1600,Diesel,Automatic,295,400,16.22,257,9,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,No,No,5,4,Yes,No,No,No,2,Yes,Yes,11.9,Yes,Yes,No,No,No,No,No,Yes,Yes,Yes,No,245/45 R18,203,875,59,2924,4923,1889,1625,1701,RWD
1721,BMW,X3,Luxury,2024,236.68,2100,Diesel,AMT,333,434,10.91,256,9,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,5,4,Yes,Yes,Yes,No,2,No,Yes,11.9,Yes,Yes,Yes,Yes,No,Harman Kardon,Yes,Yes,Yes,Yes,Yes,245/45 R18,214,819,93,3090,5268,1895,1422,1882,RWD
1722,BMW,X3,Luxury,2019,147.44,2300,Petrol Hybrid,CVT,313,374,13.75,214,10,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,4,4,No,Yes,No,Yes,4,Yes,Yes,11.9,Yes,Yes,Yes,Yes,Yes,Mark Levinson,Yes,Yes,Yes,Yes,Yes,225/45 R18,206,680,58,2701,5020,1844,1452,2368,AWD
1723,Lexus,NX,Luxury,2022,209.88,3400,Petrol Hybrid,AMT,274,310,16.03,211,9,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,5,4,Yes,Yes,Yes,No,4,Yes,No,14.8,Yes,Yes,Yes,Yes,No,Meridian,Yes,Yes,Yes,Yes,Yes,235/45 R18,120,784,64,3194,4920,1842,1508,1821,4WD
1724,Audi,Q7,Luxury,2020,75.21,2200,Petrol Hybrid,CVT,329,394,14.9,268,10,Yes,Yes,No,No,Yes,No,Yes,No,No,No,No,No,5,4,Yes,No,No,Yes,4,Yes,No,12.3,Yes,Yes,No,No,No,Bose,Yes,Yes,Yes,No,No,265/50 R19,192,444,73,3029,4605,1960,1459,1563,4WD
1725,Porsche,Cayenne,Luxury,2020,157.27,3500,Petrol,Automatic,261,405,14.39,242,9,Yes,Yes,Yes,No,Yes,Yes,Yes,No,Yes,No,Yes,Yes,4,5,Yes,Yes,Yes,Yes,2,No,Yes,11.9,Yes,Yes,Yes,Yes,Yes,Bang & Olufsen,Yes,Yes,Yes,Yes,Yes,265/50 R19,210,585,83,3016,5065,1944,1675,1921,4WD
1726,BMW,3 Series,Luxury,2019,78.8,2800,Petrol,CVT,368,454,8.54,240,10,Yes,Yes,No,No,Yes,No,No,No,No,No,No,No,5,4,Yes,No,No,Yes,2,No,No,12,Yes,Yes,Yes,No,No,No,Yes,Yes,Yes,No,No,255/45 R20,104,552,58,3000,4811,1858,1417,1920,AWD
1727,BMW,5 Series,Luxury,2019,189.5,2300,Petrol Hybrid,Automatic,294,460,15.5,226,10,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes,4,5,Yes,Yes,No,Yes,2,Yes,Yes,12,Yes,Yes,Yes,Yes,Yes,Burmester,Yes,Yes,Yes,Yes,Yes,245/45 R18,163,394,94,3056,4477,1838,1446,1896,4WD
1728,Audi,A4,Luxury,2019,108.12,3600,Petrol,DCT,324,384,12.71,201,12,Yes,Yes,No,No,Yes,No,No,Yes,No,No,No,No,5,4,Yes,No,Yes,No,4,No,No,12,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,No,No,235/45 R18,182,516,82,2955,4682,1878,1393,1643,4WD
1729,BMW,X1,Luxury,2020,84.25,1900,Petrol,DCT,327,556,13.86,223,9,Yes,Yes,Yes,No,Yes,Yes,No,No,No,No,No,No,5,5,No,Yes,No,Yes,2,No,No,10,Yes,Yes,No,No,No,No,No,Yes,Yes,No,Yes,245/45 R18,196,584,70,2711,4909,1921,1499,2481,4WD
1730,BMW,X1,Luxury,2023,212.81,2500,Petrol Hybrid,Automatic,303,432,11.62,227,10,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,No,No,No,5,4,No,Yes,Yes,No,2,No,Yes,10,Yes,Yes,Yes,Yes,No,Sony,Yes,Yes,Yes,Yes,Yes,225/45 R18,141,711,67,2955,5165,1822,1719,2434,RWD
1731,Jaguar,XE,Luxury,2023,41,2700,Petrol,CVT,341,506,17.9,252,10,Yes,Yes,No,Yes,Yes,Yes,No,No,No,No,No,No,5,4,No,Yes,No,Yes,4,No,No,14.8,Yes,Yes,No,No,No,JBL,Yes,Yes,Yes,No,No,245/45 R18,126,722,67,3020,4491,1871,1470,2443,RWD
1732,Land Rover,Range Rover Evoque,Luxury,2023,127.79,2400,Petrol,CVT,293,347,14.38,271,9,Yes,Yes,No,No,Yes,Yes,No,Yes,Yes,No,No,Yes,5,4,No,No,No,No,2,No,No,12.3,Yes,Yes,No,No,No,JBL,Yes,Yes,Yes,No,No,235/45 R18,184,745,56,2996,4902,2000,1453,1908,RWD
1733,Audi,A4,Luxury,2024,97.28,2500,Petrol,DCT,354,428,12.94,271,9,Yes,Yes,No,No,Yes,Yes,No,Yes,No,No,No,Yes,5,4,No,No,No,Yes,4,No,Yes,10.1,Yes,Yes,Yes,No,No,No,Yes,Yes,Yes,No,No,255/45 R20,176,617,56,3048,5100,1952,1476,2371,AWD
1734,Audi,Q7,Luxury,2022,224.75,1700,Petrol,DCT,254,315,9.79,277,9,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,Yes,5,5,Yes,Yes,No,Yes,2,Yes,No,10.1,Yes,Yes,Yes,Yes,Yes,Mark Levinson,Yes,Yes,Yes,No,Yes,235/45 R18,164,867,92,2938,5085,1941,1552,1806,4WD
1735,Porsche,Macan,Luxury,2019,133.24,2300,Petrol Hybrid,Automatic,320,399,8.85,223,9,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,No,No,No,5,4,No,No,No,Yes,4,No,Yes,12,Yes,Yes,No,Yes,No,Bose,Yes,Yes,Yes,No,No,245/45 R18,222,900,78,3042,4464,1833,1498,1991,4WD
1736,Maserati,Ghibli,Luxury,2020,156.74,3700,Petrol,AMT,402,676,13.19,255,10,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,5,5,Yes,Yes,Yes,No,4,Yes,Yes,12.3,Yes,Yes,Yes,Yes,No,Bang & Olufsen,Yes,Yes,Yes,Yes,Yes,225/45 R18,103,640,68,3185,4608,1893,1654,1733,AWD
1737,Maserati,Ghibli,Luxury,2019,40.4,2800,Diesel,AMT,269,444,15.22,280,10,Yes,Yes,Yes,No,Yes,Yes,No,Yes,Yes,No,No,No,4,4,No,No,No,Yes,2,No,No,10.1,Yes,Yes,Yes,Yes,No,No,No,Yes,Yes,No,No,265/50 R19,114,883,95,2880,5189,1848,1612,2496,AWD
1738,BMW,X1,Luxury,2020,192.27,1500,Petrol,Automatic,284,495,14.33,256,10,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,5,5,Yes,Yes,Yes,No,2,Yes,Yes,10.1,Yes,Yes,Yes,Yes,No,Bang & Olufsen,Yes,Yes,Yes,Yes,Yes,235/45 R18,173,443,64,2704,4578,1890,1432,1852,AWD
1739,Bentley,Flying Spur,Luxury,2019,122.22,1700,Diesel,CVT,338,468,9.51,276,9,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,No,No,5,5,Yes,No,No,No,4,No,No,14.8,Yes,Yes,No,No,No,Bose,No,Yes,Yes,No,No,225/45 R18,208,616,95,3031,4690,1999,1641,2398,AWD
1740,Jaguar,XE,Luxury,2020,135.68,3600,Petrol,CVT,323,463,15.95,261,10,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,No,No,No,5,5,Yes,No,No,No,2,No,Yes,10,Yes,Yes,Yes,No,No,JBL,No,Yes,Yes,Yes,No,225/45 R18,107,838,64,2990,4678,1943,1665,1753,AWD
1741,BMW,3 Series,Luxury,2020,166.16,2800,Diesel,AMT,330,472,16.71,208,12,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,5,4,Yes,Yes,Yes,Yes,4,Yes,No,12.3,Yes,Yes,Yes,No,Yes,Harman Kardon,Yes,Yes,Yes,Yes,Yes,265/50 R19,156,389,69,3138,5059,1833,1433,1781,AWD
1742,Mercedes-Benz,E-Class,Luxury,2023,73.65,2100,Petrol,Automatic,337,540,8.36,275,9,Yes,Yes,No,No,Yes,No,No,Yes,No,No,No,No,5,5,Yes,Yes,No,Yes,2,No,No,10.1,Yes,Yes,Yes,No,No,No,No,Yes,Yes,No,No,245/45 R18,174,695,95,3104,4799,1953,1401,1806,4WD
1743,Jaguar,F-Pace,Luxury,2020,110.54,2100,Petrol Hybrid,AMT,343,572,12.31,267,9,Yes,Yes,No,Yes,Yes,Yes,No,No,No,No,No,No,4,4,Yes,No,No,Yes,2,No,Yes,12,Yes,Yes,Yes,Yes,No,JBL,No,Yes,Yes,No,No,225/45 R18,148,833,56,2959,4639,1981,1513,2412,4WD
1744,Porsche,Macan,Luxury,2022,187.05,3300,Petrol,Automatic,364,426,15.19,269,9,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,Yes,5,4,Yes,Yes,Yes,No,4,Yes,No,12.3,Yes,Yes,Yes,Yes,No,Harman Kardon,No,Yes,Yes,No,Yes,265/50 R19,210,532,76,2840,4832,1821,1582,1621,AWD
1745,Porsche,Macan,Luxury,2024,50.95,3200,Petrol,Automatic,333,421,17.81,279,9,Yes,Yes,No,Yes,Yes,No,Yes,No,No,No,No,Yes,5,5,No,No,Yes,Yes,2,No,No,12,Yes,Yes,No,No,No,Bose,Yes,Yes,Yes,No,No,235/45 R18,123,628,84,3079,4621,1990,1543,2084,RWD
1746,BMW,3 Series,Luxury,2019,122.49,2300,Diesel,Automatic,304,348,13.87,246,10,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,No,No,No,5,5,No,No,No,Yes,2,Yes,No,10,Yes,Yes,No,Yes,No,JBL,Yes,Yes,Yes,No,No,225/45 R18,193,790,88,3145,4484,1801,1497,2104,RWD
1747,Audi,A4,Luxury,2023,65.6,1600,Petrol,Automatic,345,461,15.69,224,9,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,No,No,No,5,4,No,No,No,No,4,No,No,12,Yes,Yes,No,No,No,No,No,Yes,Yes,No,No,245/45 R18,119,884,90,3133,4590,1956,1632,1606,RWD
1748,BMW,7 Series,Luxury,2019,182.93,3800,Diesel,Automatic,400,453,10.92,227,10,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,Yes,Yes,No,5,4,Yes,Yes,No,Yes,4,No,Yes,10.1,Yes,Yes,Yes,Yes,Yes,Mark Levinson,Yes,Yes,Yes,No,Yes,235/45 R18,170,679,95,2810,5157,1956,1473,1678,RWD
1749,Volvo,XC60,Luxury,2023,244.09,3500,Petrol,Automatic,309,496,8.3,270,12,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,No,Yes,5,4,No,No,Yes,Yes,2,Yes,Yes,10.1,Yes,Yes,Yes,Yes,No,Harman Kardon,Yes,Yes,Yes,Yes,Yes,265/50 R19,173,453,72,2847,5087,1801,1695,1808,AWD
1750,BMW,X1,Luxury,2022,98.15,2500,Petrol,CVT,271,403,8.39,266,10,Yes,Yes,No,Yes,Yes,No,Yes,Yes,No,No,No,Yes,4,4,No,Yes,No,Yes,4,Yes,No,11.9,Yes,Yes,No,No,No,Bose,No,Yes,Yes,No,No,265/50 R19,180,417,78,3168,4976,1980,1395,2156,4WD
1751,Audi,A4,Luxury,2022,118.56,2000,Petrol,CVT,364,599,16.35,240,12,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,4,5,Yes,No,No,No,2,Yes,No,10,Yes,Yes,No,No,No,JBL,No,Yes,Yes,No,No,265/50 R19,187,430,74,2908,5221,1895,1687,2306,4WD
1752,Mercedes-Benz,GLC,Luxury,2021,123.1,1800,Petrol Hybrid,DCT,309,345,15.24,238,12,Yes,Yes,Yes,No,Yes,No,No,Yes,No,No,No,No,5,5,No,Yes,No,No,4,Yes,No,12.3,Yes,Yes,Yes,No,No,Bose,Yes,Yes,Yes,No,No,225/45 R18,112,839,75,2991,4695,1821,1594,1833,4WD
1753,Lexus,ES,Luxury,2022,45.56,1700,Petrol,DCT,217,291,15.57,253,9,Yes,Yes,Yes,No,Yes,No,No,No,No,No,No,Yes,5,5,No,No,No,No,2,No,No,12,Yes,Yes,Yes,Yes,No,JBL,Yes,Yes,Yes,No,Yes,265/50 R19,190,471,57,2765,4875,1866,1642,2445,4WD
1754,Land Rover,Range Rover Evoque,Luxury,2019,120.53,2800,Petrol Hybrid,CVT,353,479,17.13,203,10,Yes,Yes,No,Yes,Yes,No,No,No,No,No,No,No,5,5,No,No,No,No,2,No,No,10.1,Yes,Yes,No,No,No,JBL,No,Yes,Yes,No,No,265/50 R19,123,606,82,2988,5285,1829,1391,1633,4WD
1755,BMW,5 Series,Luxury,2023,144.88,2400,Petrol,DCT,290,438,10.32,253,10,Yes,Yes,Yes,No,Yes,No,No,No,No,No,No,No,4,5,No,No,No,No,4,No,No,12,Yes,Yes,No,No,No,No,Yes,Yes,Yes,No,No,255/45 R20,230,475,55,3125,5107,1969,1702,1897,4WD
1756,BMW,5 Series,Luxury,2024,167.68,1900,Petrol Hybrid,Automatic,310,483,11.71,263,10,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,No,Yes,Yes,5,4,Yes,Yes,No,Yes,4,Yes,Yes,14.8,Yes,Yes,Yes,Yes,Yes,Harman Kardon,Yes,Yes,Yes,No,Yes,265/50 R19,218,893,75,2959,4444,1867,1466,2039,4WD
